CAT rev 39 GST 13

### DA TOP-LEVEL ENTRIES
da22-warblade | Calibanite Warblade | cats= [] | hidden= false
 RULE The Eskaton Imperative : Effects: Legion Destroyer Squads and Dreadwing Interemptor Squads may be Troops and compulsory. Open ground outside deployment zones is Difficult Terrain. Before deployment place up to three Eskaton Markers outside deployment zones, at least 6" from an edge and 12" apart; within 6" is also Dangerous Terrain. Dreadwing Infantry gain Move Through Cover and Dreadwing models re-roll failed Dangerous Terrain tests. Enemy units within 12" and line of sight of the Warlord suffer -1 Leadership; Fearless unaffected. Limitations: Warlord Dreadwing; compulsory Troops Destroyers/Interemptors Dreadwing. Enemy gains 150 VP at battle end for an eligible unit remaining in its deployment zone, 300 if that unit is Scoring, in VP missions.
da22-rite-steel | Dark Angels Rite of War — The Steel Fist | selectionEntry:config-army:Army Configuration > selectionEntryGroup:config-rites:Rite of War (optional) > selectionEntry:da22-rite-steel:Dark Angels Rite of War — The Steel Fist
 RULE The Steel Fist : Effects: Legion Predator Strike Squadrons may be Troops and compulsory. Ironwing Infantry of 10 or fewer may buy Land Raider Phobos/Proteus as Dedicated Transport; 11-20 may buy a Spartan, normal capacities apply. A Transport carrying an Ironwing Independent Character gains 6+ invulnerable against shooting, or improves an existing invulnerable by one to max 4+. Limitations: Warlord Ironwing; compulsory Troops Ironwing Predators; every transportable Infantry unit begins embarked; max one Fast Attack choice.
da22-rite-arrow | Dark Angels Rite of War — The Seeker's Arrow | selectionEntry:config-army:Army Configuration > selectionEntryGroup:config-rites:Rite of War (optional) > selectionEntry:da22-rite-arrow:Dark Angels Rite of War — The Seeker's Arrow
 RULE The Seeker's Arrow : Effects: Legion Bike and Sky Hunter Jetbike Squadrons may be Troops and compulsory. Ravenwing Infantry, Bikes and Jetbikes gain Outflank; Ravenwing Bikes/Jetbikes gain Hit & Run. At start of each Dark Angels turn choose +2" Turbo-Boost/Advance, +2" charge distance, or +2" Consolidation for all Ravenwing units until next Dark Angels turn. Limitations: Warlord Ravenwing; compulsory Troops Ravenwing Bike/Sky Hunter units; max one Heavy Support; no Vehicle unless Fast, Skimmer or both.
da22-rite-serpent | Dark Angels Rite of War — The Serpent's Bane | selectionEntry:config-army:Army Configuration > selectionEntryGroup:config-rites:Rite of War (optional) > selectionEntry:da22-rite-serpent:Dark Angels Rite of War — The Serpent's Bane
 RULE The Serpent's Bane : Effects: nominate three enemy Priority Targets after armies are selected, chosen from HQ, Elites or Lords of War (or as many as possible). Firewing models attacking a Priority Target re-roll To Hit rolls of 1 and To Wound rolls of 1; against Vehicles re-roll Armour Penetration rolls of 1 instead of To Wound. A Firewing Independent Character gains +1 Attack in melee with a Priority Target. Up to three Firewing Troops units gain Infiltrate. Legion Seeker Squads may be Troops and compulsory. Limitations: Warlord Firewing; compulsory Troops must be Firewing Seeker or Assault Squads. Enemy gains 150 VP for each Priority Target still on battlefield at battle end in VP missions.

### GENERIC TARGET IDS
tactical-unit | Legion Tactical Squad | cats= [('Troops', 'cat-troops')] | selectionEntry:tactical-unit:Legion Tactical Squad
assault-unit | Legion Assault Squad | cats= [('Troops', 'cat-troops')] | selectionEntry:assault-unit:Legion Assault Squad
veteran-unit | Legion Veteran Squad | cats= [('Elites', 'cat-elites')] | selectionEntry:veteran-unit:Legion Veteran Squad
terminator-unit | Legion Terminator Squad | cats= [('Elites', 'cat-elites')] | selectionEntry:terminator-unit:Legion Terminator Squad
destroyer-unit | Legion Destroyer Squad | cats= [('Elites', 'cat-elites')] | selectionEntry:destroyer-unit:Legion Destroyer Squad
fa-seeker | Legion Seeker Squad | cats= [('Fast Attack', 'cat-fast')] | selectionEntry:fa-seeker:Legion Seeker Squad
fa-bike | Legion Bike Squadron | cats= [('Fast Attack', 'cat-fast')] | selectionEntry:fa-bike:Legion Bike Squadron
fa-sky-hunter | Legion Sky Hunter Jetbike Squadron | cats= [('Fast Attack', 'cat-fast')] | selectionEntry:fa-sky-hunter:Legion Sky Hunter Jetbike Squadron
hs-predator | Legion Predator Strike Squadron | cats= [('Heavy Support', 'cat-heavy')] | selectionEntry:hs-predator:Legion Predator Strike Squadron
hq-praetor | Legion Praetor | cats= [('HQ', 'cat-hq')] | selectionEntry:hq-praetor:Legion Praetor
hq-centurion | Legion Centurion | cats= [('HQ', 'cat-hq')] | selectionEntry:hq-centurion:Legion Centurion
r35-pride-veteran-veteran-unit | Legion Veteran Squad | cats= [('Troops', 'cat-troops')] | selectionEntry:r35-pride-veteran-veteran-unit:Legion Veteran Squad
r35-pride-terminator-terminator-unit | Legion Terminator Squad | cats= [('Troops', 'cat-troops')] | selectionEntry:r35-pride-terminator-terminator-unit:Legion Terminator Squad
r35-breakthrough-predator-hs-predator | Legion Predator Strike Squadron | cats= [('Troops', 'cat-troops')] | selectionEntry:r35-breakthrough-predator-hs-predator:Legion Predator Strike Squadron
r35-destroyer-troops-destroyer-unit | Legion Destroyer Squad | cats= [('Troops', 'cat-troops')] | selectionEntry:r35-destroyer-troops-destroyer-unit:Legion Destroyer Squad
r35-sky-troops-fa-sky-hunter | Legion Sky Hunter Jetbike Squadron | cats= [('Troops', 'cat-troops')] | selectionEntry:r35-sky-troops-fa-sky-hunter:Legion Sky Hunter Jetbike Squadron

### DA WARGEAR LINKS
da22-alt-pp-0 | Calibanite Plasma Pistol | target= da22-plasma-pistol | selectionEntry:tactical-unit:Legion Tactical Squad > selectionEntry:tac-sergeant:Legion Tactical Sergeant > selectionEntryGroup:sgt-armoury:Sergeant Armoury (max 50 pts) > selectionEntryGroup:sgt-weapons:Sergeant Armoury - Weapons > selectionEntryGroup:sgt-single:Single-Handed Weapons > entryLink:da22-alt-pp-0:Calibanite Plasma Pistol
da22-alt-pc-0 | Calibanite Plasma Cannon | target= da22-plasma-cannon | selectionEntry:tactical-unit:Legion Tactical Squad > selectionEntryGroup:tac-heavy-weapons:Heavy Weapons > entryLink:da22-alt-pc-0:Calibanite Plasma Cannon
da22-alt-pg-0 | Calibanite Plasma Gun | target= da22-plasma-gun | selectionEntry:tactical-unit:Legion Tactical Squad > selectionEntryGroup:tac-special-weapons:Special Weapons > entryLink:da22-alt-pg-0:Calibanite Plasma Gun
da22-alt-pr-0 | Plasma Repeater | target= da22-plasma-repeater | selectionEntry:tactical-unit:Legion Tactical Squad > selectionEntryGroup:tac-special-weapons:Special Weapons > entryLink:da22-alt-pr-0:Plasma Repeater
da22-alt-pb-0 | Plasma Burner | target= da22-plasma-burner | selectionEntry:tactical-unit:Legion Tactical Squad > selectionEntryGroup:tac-special-weapons:Special Weapons > entryLink:da22-alt-pb-0:Plasma Burner
da22-alt-pp-1 | Calibanite Plasma Pistol | target= da22-plasma-pistol | selectionEntry:assault-unit:Legion Assault Squad > selectionEntry:assault-sergeant:Legion Assault Sergeant > selectionEntryGroup:assault-sgt-pistol:Replace Bolt Pistol > entryLink:da22-alt-pp-1:Calibanite Plasma Pistol
da22-alt-pp-2 | Calibanite Plasma Pistol | target= da22-plasma-pistol | selectionEntry:assault-unit:Legion Assault Squad > selectionEntryGroup:assault-weapon-exchanges:Assault Weapon Exchanges (1 per 5 models) > entryLink:da22-alt-pp-2:Calibanite Plasma Pistol
da22-alt-pp-3 | Calibanite Plasma Pistol | target= da22-plasma-pistol | selectionEntry:breacher-unit:Legion Breacher Siege Squad > selectionEntry:breacher-sergeant:Legion Breacher Sergeant > selectionEntryGroup:breacher-sgt-pistol:Replace Bolt Pistol > entryLink:da22-alt-pp-3:Calibanite Plasma Pistol
da22-alt-pg-1 | Calibanite Plasma Gun | target= da22-plasma-gun | selectionEntry:breacher-unit:Legion Breacher Siege Squad > selectionEntryGroup:breacher-specialists:Specialist Weapons (1 per 5 models) > entryLink:da22-alt-pg-1:Calibanite Plasma Gun
da22-alt-pr-1 | Plasma Repeater | target= da22-plasma-repeater | selectionEntry:breacher-unit:Legion Breacher Siege Squad > selectionEntryGroup:breacher-specialists:Specialist Weapons (1 per 5 models) > entryLink:da22-alt-pr-1:Plasma Repeater
da22-alt-pb-1 | Plasma Burner | target= da22-plasma-burner | selectionEntry:breacher-unit:Legion Breacher Siege Squad > selectionEntryGroup:breacher-specialists:Specialist Weapons (1 per 5 models) > entryLink:da22-alt-pb-1:Plasma Burner
da22-alt-pp-4 | Calibanite Plasma Pistol | target= da22-plasma-pistol | selectionEntry:recon-unit:Legion Reconnaissance Squad > selectionEntry:recon-sergeant:Legion Recon Sergeant > selectionEntryGroup:recon-sgt-weapons:Sergeant Weapon Options > selectionEntryGroup:recon-sgt-pistol:Replace Bolt Pistol > entryLink:da22-alt-pp-4:Calibanite Plasma Pistol
da22-alt-pg-2 | Calibanite Plasma Gun | target= da22-plasma-gun | selectionEntry:veteran-unit:Legion Veteran Squad > selectionEntryGroup:veteran-specialists:Specialist Weapons (1 per 5 models) > entryLink:da22-alt-pg-2:Calibanite Plasma Gun
da22-alt-pr-2 | Plasma Repeater | target= da22-plasma-repeater | selectionEntry:veteran-unit:Legion Veteran Squad > selectionEntryGroup:veteran-specialists:Specialist Weapons (1 per 5 models) > entryLink:da22-alt-pr-2:Plasma Repeater
da22-alt-pb-2 | Plasma Burner | target= da22-plasma-burner | selectionEntry:veteran-unit:Legion Veteran Squad > selectionEntryGroup:veteran-specialists:Specialist Weapons (1 per 5 models) > entryLink:da22-alt-pb-2:Plasma Burner
da22-alt-pp-5 | Calibanite Plasma Pistol | target= da22-plasma-pistol | selectionEntry:veteran-unit:Legion Veteran Squad > selectionEntryGroup:veteran-sgt-armoury:Legion Veteran Sergeant — Additional Armoury (max 50 pts) > entryLink:da22-alt-pp-5:Calibanite Plasma Pistol
da22-alt-pp-6 | Calibanite Plasma Pistol | target= da22-plasma-pistol | selectionEntry:destroyer-unit:Legion Destroyer Squad > selectionEntryGroup:destroyer-weapons:Destroyer Weapons (1 per 5 models) > entryLink:da22-alt-pp-6:Calibanite Plasma Pistol
da22-alt-pp-7 | Calibanite Plasma Pistol | target= da22-plasma-pistol | selectionEntry:destroyer-unit:Legion Destroyer Squad > selectionEntryGroup:destroyer-sgt:Legion Destroyer Sergeant > selectionEntryGroup:destroyer-sgt-armoury:Additional permitted Sergeant Armoury (max 50 pts) > entryLink:da22-alt-pp-7:Calibanite Plasma Pistol
da22-alt-pp-8 | Calibanite Plasma Pistol | target= da22-plasma-pistol | selectionEntry:techmarine-covenant:Techmarine Covenant > selectionEntry:techmarine-I:Legion Techmarine I > selectionEntryGroup:techmarine-I-pistol:Bolt Pistol Replacement > entryLink:da22-alt-pp-8:Calibanite Plasma Pistol
da22-alt-pp-9 | Calibanite Plasma Pistol | target= da22-plasma-pistol | selectionEntry:techmarine-covenant:Techmarine Covenant > selectionEntry:techmarine-II:Legion Techmarine II > selectionEntryGroup:techmarine-II-pistol:Bolt Pistol Replacement > entryLink:da22-alt-pp-9:Calibanite Plasma Pistol
da22-alt-pp-10 | Calibanite Plasma Pistol | target= da22-plasma-pistol | selectionEntry:techmarine-covenant:Techmarine Covenant > selectionEntry:techmarine-III:Legion Techmarine III > selectionEntryGroup:techmarine-III-pistol:Bolt Pistol Replacement > entryLink:da22-alt-pp-10:Calibanite Plasma Pistol
da22-alt-pg-3 | Calibanite Plasma Gun | target= da22-plasma-gun | selectionEntry:fa-seeker:Legion Seeker Squad > selectionEntryGroup:fa-seeker-bolter-repl:Bolter Replacements > selectionEntryGroup:fa-seeker-special:Special Weapons (maximum two) > entryLink:da22-alt-pg-3:Calibanite Plasma Gun
da22-alt-pr-3 | Plasma Repeater | target= da22-plasma-repeater | selectionEntry:fa-seeker:Legion Seeker Squad > selectionEntryGroup:fa-seeker-bolter-repl:Bolter Replacements > selectionEntryGroup:fa-seeker-special:Special Weapons (maximum two) > entryLink:da22-alt-pr-3:Plasma Repeater
da22-alt-pb-3 | Plasma Burner | target= da22-plasma-burner | selectionEntry:fa-seeker:Legion Seeker Squad > selectionEntryGroup:fa-seeker-bolter-repl:Bolter Replacements > selectionEntryGroup:fa-seeker-special:Special Weapons (maximum two) > entryLink:da22-alt-pb-3:Plasma Burner
da22-alt-pp-11 | Calibanite Plasma Pistol | target= da22-plasma-pistol | selectionEntry:fa-seeker:Legion Seeker Squad > selectionEntryGroup:fa-seeker-sergeant:Legion Seeker Sergeant > selectionEntryGroup:fa-seeker-sgtw-pistol:Sergeant Bolt Pistol Replacement > entryLink:da22-alt-pp-11:Calibanite Plasma Pistol
da22-alt-pg-4 | Calibanite Plasma Gun | target= da22-plasma-gun | selectionEntry:fa-bike:Legion Bike Squadron > selectionEntryGroup:fa-bike-special:Special Weapons — up to two Bikers replace Bolt Pistols > entryLink:da22-alt-pg-4:Calibanite Plasma Gun
da22-alt-pr-4 | Plasma Repeater | target= da22-plasma-repeater | selectionEntry:fa-bike:Legion Bike Squadron > selectionEntryGroup:fa-bike-special:Special Weapons — up to two Bikers replace Bolt Pistols > entryLink:da22-alt-pr-4:Plasma Repeater
da22-alt-pb-4 | Plasma Burner | target= da22-plasma-burner | selectionEntry:fa-bike:Legion Bike Squadron > selectionEntryGroup:fa-bike-special:Special Weapons — up to two Bikers replace Bolt Pistols > entryLink:da22-alt-pb-4:Plasma Burner
da22-alt-pp-12 | Calibanite Plasma Pistol | target= da22-plasma-pistol | selectionEntry:fa-bike:Legion Bike Squadron > selectionEntryGroup:fa-bike-sergeant:Legion Biker Sergeant > selectionEntryGroup:fa-bike-sgtw-pistol:Sergeant Bolt Pistol Replacement > entryLink:da22-alt-pp-12:Calibanite Plasma Pistol
da22-alt-pc-1 | Calibanite Plasma Cannon | target= da22-plasma-cannon | selectionEntry:fa-sky-hunter:Legion Sky Hunter Jetbike Squadron > selectionEntryGroup:fa-sky-weapons:Jetbike Weapons — one per three models > entryLink:da22-alt-pc-1:Calibanite Plasma Cannon
da22-alt-pp-13 | Calibanite Plasma Pistol | target= da22-plasma-pistol | selectionEntry:fa-sky-hunter:Legion Sky Hunter Jetbike Squadron > selectionEntryGroup:fa-sky-sergeant:Sky Hunter Sergeant > selectionEntryGroup:fa-sky-sgtw-pistol:Sergeant Bolt Pistol Replacement > entryLink:da22-alt-pp-13:Calibanite Plasma Pistol
da22-alt-pc-2 | Calibanite Plasma Cannon | target= da22-plasma-cannon | selectionEntry:fa-land-speeder:Legion Land Speeder Squadron > selectionEntryGroup:fa-land-speeder-additional:Additional Weapons — one per Speeder > entryLink:da22-alt-pc-2:Calibanite Plasma Cannon
da22-alt-pc-3 | Calibanite Plasma Cannon | target= da22-plasma-cannon | selectionEntry:hs-heavy-support-squad:Legion Heavy Support Squad > selectionEntryGroup:hs-hss-heavy:Heavy Weapons — up to four Marines > entryLink:da22-alt-pc-3:Calibanite Plasma Cannon
da22-alt-pp-14 | Calibanite Plasma Pistol | target= da22-plasma-pistol | selectionEntry:hs-heavy-support-squad:Legion Heavy Support Squad > selectionEntryGroup:hs-hss-sgt-pistol:Legion Sergeant — Bolt Pistol Replacement > entryLink:da22-alt-pp-14:Calibanite Plasma Pistol
da22-hq-praetor-warblade | Calibanite Warblade | target= da22-warblade | selectionEntry:hq-praetor:Legion Praetor > selectionEntryGroup:hq-praetor-weapons:Weapon Replacements (max 100 Armoury pts; max 2 weapons) > selectionEntryGroup:hq-praetor-single:Single-handed Weapons > entryLink:da22-hq-praetor-warblade:Calibanite Warblade
da22-alt-pp-15 | Calibanite Plasma Pistol | target= da22-plasma-pistol | selectionEntry:hq-praetor:Legion Praetor > selectionEntryGroup:hq-praetor-weapons:Weapon Replacements (max 100 Armoury pts; max 2 weapons) > selectionEntryGroup:hq-praetor-single:Single-handed Weapons > entryLink:da22-alt-pp-15:Calibanite Plasma Pistol
da22-hq-praetor-greatsword | Terranic Greatsword | target= da22-greatsword | selectionEntry:hq-praetor:Legion Praetor > selectionEntryGroup:hq-praetor-weapons:Weapon Replacements (max 100 Armoury pts; max 2 weapons) > selectionEntryGroup:hq-praetor-two:Two-handed Weapons > entryLink:da22-hq-praetor-greatsword:Terranic Greatsword
da22-alt-pp-16 | Calibanite Plasma Pistol | target= da22-plasma-pistol | selectionEntry:hq-praetor:Legion Praetor > selectionEntryGroup:hq-praetor-retinue:Retinue (does not occupy a separate FOC slot) > selectionEntry:hq-praetor-ret-honour:Legion Honour Guard Squad > selectionEntryGroup:hq-praetor-ret-honour-champ-arm:Legion Champion — additional Armoury (max 50 pts) > entryLink:da22-alt-pp-16:Calibanite Plasma Pistol
da22-hq-centurion-warblade | Calibanite Warblade | target= da22-warblade | selectionEntry:hq-centurion:Legion Centurion > selectionEntryGroup:hq-centurion-weapons:Weapon Replacements (max 100 Armoury pts; max 2 weapons) > selectionEntryGroup:hq-centurion-single:Single-handed Weapons > entryLink:da22-hq-centurion-warblade:Calibanite Warblade
da22-alt-pp-17 | Calibanite Plasma Pistol | target= da22-plasma-pistol | selectionEntry:hq-centurion:Legion Centurion > selectionEntryGroup:hq-centurion-weapons:Weapon Replacements (max 100 Armoury pts; max 2 weapons) > selectionEntryGroup:hq-centurion-single:Single-handed Weapons > entryLink:da22-alt-pp-17:Calibanite Plasma Pistol
da22-hq-centurion-greatsword | Terranic Greatsword | target= da22-greatsword | selectionEntry:hq-centurion:Legion Centurion > selectionEntryGroup:hq-centurion-weapons:Weapon Replacements (max 100 Armoury pts; max 2 weapons) > selectionEntryGroup:hq-centurion-two:Two-handed Weapons > entryLink:da22-hq-centurion-greatsword:Terranic Greatsword
da22-alt-pp-18 | Calibanite Plasma Pistol | target= da22-plasma-pistol | selectionEntry:hq-centurion:Legion Centurion > selectionEntryGroup:hq-centurion-retinue:Command Retinue (does not occupy a separate FOC slot) > selectionEntry:hq-centurion-ret-command:Legion Command Squad > selectionEntryGroup:hq-centurion-ret-command-weapons:Weapon Replacements (each model may replace Bolt Pistol and/or Chainsword) > entryLink:da22-alt-pp-18:Calibanite Plasma Pistol
da22-alt-pg-5 | Calibanite Plasma Gun | target= da22-plasma-gun | selectionEntry:hq-centurion:Legion Centurion > selectionEntryGroup:hq-centurion-retinue:Command Retinue (does not occupy a separate FOC slot) > selectionEntry:hq-centurion-ret-command:Legion Command Squad > selectionEntryGroup:hq-centurion-ret-command-weapons:Weapon Replacements (each model may replace Bolt Pistol and/or Chainsword) > entryLink:da22-alt-pg-5:Calibanite Plasma Gun
da22-alt-pr-5 | Plasma Repeater | target= da22-plasma-repeater | selectionEntry:hq-centurion:Legion Centurion > selectionEntryGroup:hq-centurion-retinue:Command Retinue (does not occupy a separate FOC slot) > selectionEntry:hq-centurion-ret-command:Legion Command Squad > selectionEntryGroup:hq-centurion-ret-command-weapons:Weapon Replacements (each model may replace Bolt Pistol and/or Chainsword) > entryLink:da22-alt-pr-5:Plasma Repeater
da22-alt-pb-5 | Plasma Burner | target= da22-plasma-burner | selectionEntry:hq-centurion:Legion Centurion > selectionEntryGroup:hq-centurion-retinue:Command Retinue (does not occupy a separate FOC slot) > selectionEntry:hq-centurion-ret-command:Legion Command Squad > selectionEntryGroup:hq-centurion-ret-command-weapons:Weapon Replacements (each model may replace Bolt Pistol and/or Chainsword) > entryLink:da22-alt-pb-5:Plasma Burner
da22-dwc-terr | Terranic Greatsword | target= da22-greatsword | selectionEntry:da22-deathwing-companions:Deathwing Companion Detachment > selectionEntryGroup:da22-dwc-melee:Calibanite Warblade Replacements > entryLink:da22-dwc-terr:Terranic Greatsword
da22-dwc-fist | Power Fist | target= gear-power-fist | selectionEntry:da22-deathwing-companions:Deathwing Companion Detachment > selectionEntryGroup:da22-dwc-melee:Calibanite Warblade Replacements > entryLink:da22-dwc-fist:Power Fist
da22-dwc-cf | Combi-Flamer | target= gear-combi-flamer | selectionEntry:da22-deathwing-companions:Deathwing Companion Detachment > selectionEntryGroup:da22-dwc-ranged:Bolter Replacements > entryLink:da22-dwc-cf:Combi-Flamer
da22-dwc-cv | Combi-Volkite Charger | target= gear-combi-volkite | selectionEntry:da22-deathwing-companions:Deathwing Companion Detachment > selectionEntryGroup:da22-dwc-ranged:Bolter Replacements > entryLink:da22-dwc-cv:Combi-Volkite Charger
da22-dwc-cm | Combi-Meltagun | target= gear-combi-melta | selectionEntry:da22-deathwing-companions:Deathwing Companion Detachment > selectionEntryGroup:da22-dwc-ranged:Bolter Replacements > entryLink:da22-dwc-cm:Combi-Meltagun
da22-dwc-cp | Combi-Plasma Gun | target= gear-combi-plasma | selectionEntry:da22-deathwing-companions:Deathwing Companion Detachment > selectionEntryGroup:da22-dwc-ranged:Bolter Replacements > entryLink:da22-dwc-cp:Combi-Plasma Gun
da22-dwc-pp | Plasma Pistol | target= gear-plasma-pistol | selectionEntry:da22-deathwing-companions:Deathwing Companion Detachment > selectionEntryGroup:da22-dwc-ranged:Bolter Replacements > entryLink:da22-dwc-pp:Plasma Pistol
da22-dwc-tr-rh | Rhino | target= transport-rhino | selectionEntry:da22-deathwing-companions:Deathwing Companion Detachment > selectionEntryGroup:da22-dwc-transport:Dedicated Transport > entryLink:da22-dwc-tr-rh:Rhino
da22-dwc-tr-dp | Drop Pod | target= transport-drop-pod | selectionEntry:da22-deathwing-companions:Deathwing Companion Detachment > selectionEntryGroup:da22-dwc-transport:Dedicated Transport > entryLink:da22-dwc-tr-dp:Drop Pod
da22-dwc-tr-dc | Dreadclaw Drop Pod | target= transport-dreadclaw | selectionEntry:da22-deathwing-companions:Deathwing Companion Detachment > selectionEntryGroup:da22-dwc-transport:Dedicated Transport > entryLink:da22-dwc-tr-dc:Dreadclaw Drop Pod
da22-dwc-tr-lr | Land Raider | target= hs-land-raider | selectionEntry:da22-deathwing-companions:Deathwing Companion Detachment > selectionEntryGroup:da22-dwc-transport:Dedicated Transport > entryLink:da22-dwc-tr-lr:Land Raider
da22-dwtc-terr | Terranic Greatsword | target= da22-greatsword | selectionEntry:da22-deathwing-term-comp:Deathwing Terminator Companion Detachment > selectionEntryGroup:da22-dwtc-melee:Calibanite Warblade Replacements > entryLink:da22-dwtc-terr:Terranic Greatsword
da22-dwtc-fist | Power Fist | target= gear-power-fist | selectionEntry:da22-deathwing-term-comp:Deathwing Terminator Companion Detachment > selectionEntryGroup:da22-dwtc-melee:Calibanite Warblade Replacements > entryLink:da22-dwtc-fist:Power Fist
da22-dwtc-th | Thunder Hammer | target= gear-thunder | selectionEntry:da22-deathwing-term-comp:Deathwing Terminator Companion Detachment > selectionEntryGroup:da22-dwtc-melee:Calibanite Warblade Replacements > entryLink:da22-dwtc-th:Thunder Hammer
